"","iElectron","t","ix","iy","iz"
"5441",289,4.553381e-11,49,247,187
"5442",289,4.561158e-11,50,247,189
"5443",289,4.563894e-11,49,243,190
"5444",289,4.571067e-11,47,243,194
"5445",295,4.571995e-11,248,175,18
"5446",297,4.574404e-11,7,107,4
"5447",289,4.581015e-11,47,243,195
"5448",289,4.583516e-11,48,241,196
"5449",289,4.587539e-11,48,241,197
"5450",289,4.595432e-11,49,243,198
"5451",289,4.596919e-11,49,242,198
"5452",303,4.601286e-11,99,61,47
"5453",303,4.605245e-11,99,59,50
"5454",295,4.607569e-11,247,176,18
"5455",303,4.615794e-11,100,58,50
"5456",289,4.624591e-11,49,244,199
"5457",303,4.628533e-11,101,59,54
"5458",292,4.636644e-11,197,235,42
"5459",289,4.637832e-11,49,242,199
"5460",303,4.649937e-11,99,59,55
"5461",289,4.658827e-11,49,241,201
"5462",300,4.664817e-11,145,76,43
"5463",300,4.66624e-11,145,75,43
"5464",301,4.670244e-11,132,129,5
"5465",295,4.676847e-11,246,176,18
"5466",289,4.677317e-11,48,242,205
"5467",289,4.684935e-11,49,242,205
"5468",303,4.695875e-11,100,59,57
"5469",297,4.697816e-11,8,108,6
"5470",303,4.700518e-11,97,60,57
"5471",292,4.707187e-11,197,234,44
"5472",301,4.707655e-11,134,130,4
"5473",303,4.713247e-11,97,59,57
"5474",289,4.714265e-11,49,241,204
"5475",289,4.716934e-11,52,244,204
"5476",303,4.717452e-11,94,58,60
"5477",295,4.718408e-11,247,177,18
"5478",303,4.719416e-11,96,57,60
"5479",295,4.719776e-11,246,174,17
"5480",303,4.722409e-11,97,57,59
"5481",289,4.728161e-11,49,244,205
"5482",289,4.731388e-11,48,244,206
"5483",297,4.733779e-11,9,106,8
"5484",303,4.733817e-11,97,58,60
"5485",303,4.734323e-11,97,59,62
"5486",289,4.735646e-11,49,245,206
"5487",303,4.738495e-11,97,59,63
"5488",303,4.739318e-11,98,58,65
"5489",289,4.741127e-11,48,242,207
"5490",289,4.745168e-11,47,244,208
"5491",295,4.747143e-11,247,177,18
"5492",297,4.750533e-11,8,105,8
"5493",289,4.750631e-11,45,244,209
"5494",289,4.759586e-11,43,242,211
"5495",289,4.764167e-11,43,239,215
"5496",297,4.765624e-11,8,105,11
"5497",303,4.765942e-11,98,56,65
"5498",303,4.766443e-11,98,56,66
"5499",303,4.771231e-11,99,57,67
"5500",303,4.77587e-11,99,55,68
"5501",289,4.777789e-11,44,238,215
"5502",289,4.781964e-11,46,238,216
"5503",302,4.785443e-11,66,247,52
"5504",303,4.788148e-11,100,56,70
"5505",301,4.79218e-11,133,130,3
"5506",302,4.793861e-11,65,246,55
"5507",302,4.795215e-11,65,245,54
"5508",295,4.799044e-11,246,178,17
"5509",303,4.804944e-11,99,56,71
"5510",303,4.815953e-11,97,53,69
"5511",289,4.816928e-11,48,239,216
"5512",301,4.819246e-11,133,133,2
"5513",289,4.820487e-11,47,238,215
"5514",303,4.822624e-11,94,53,69
"5515",303,4.822948e-11,93,54,69
"5516",301,4.827687e-11,132,132,0
"5517",301,4.828876e-11,133,131,0
"5518",289,4.83028e-11,49,238,215
"5519",302,4.83211e-11,65,244,57
"5520",303,4.833357e-11,94,51,69
"5521",303,4.83492e-11,95,52,73
"5522",301,4.83502e-11,132,129,1
"5523",301,4.844002e-11,133,129,0
"5524",289,4.845768e-11,50,240,216
"5525",301,4.852351e-11,134,128,0
"5526",303,4.854827e-11,93,53,76
"5527",289,4.854949e-11,47,243,218
"5528",289,4.857394e-11,48,242,220
"5529",301,4.857675e-11,133,129,1
"5530",303,4.862091e-11,94,52,77
"5531",294,4.863249e-11,165,171,54
"5532",302,4.867013e-11,63,243,59
"5533",295,4.868027e-11,247,178,17
"5534",303,4.871236e-11,95,53,78
"5535",289,4.873834e-11,51,243,219
"5536",303,4.875106e-11,98,54,77
"5537",303,4.878199e-11,95,51,77
"5538",303,4.884147e-11,93,48,76
"5539",301,4.88629e-11,135,129,3
"5540",301,4.887428e-11,135,128,3
"5541",289,4.888319e-11,50,244,220
"5542",301,4.889079e-11,133,130,4
"5543",303,4.889473e-11,93,49,76
"5544",289,4.890213e-11,49,244,221
"5545",289,4.891948e-11,53,244,220
"5546",302,4.897447e-11,66,239,59
"5547",301,4.897488e-11,134,129,2
"5548",294,4.904197e-11,163,168,55
"5549",289,4.907945e-11,53,244,221
"5550",289,4.910771e-11,52,243,221
"5551",303,4.914547e-11,92,49,75
"5552",301,4.918924e-11,135,128,1
"5553",301,4.921711e-11,135,130,1
"5554",295,4.922184e-11,247,177,18
"5555",301,4.926407e-11,133,131,3
"5556",303,4.932531e-11,94,50,77
"5557",302,4.934347e-11,69,238,62
"5558",289,4.936447e-11,53,244,225
"5559",289,4.938328e-11,51,245,229
"5560",303,4.93936e-11,92,50,76
"5561",289,4.945404e-11,47,243,230
"5562",302,4.948864e-11,69,241,65
"5563",301,4.952239e-11,134,131,4
"5564",289,4.952533e-11,47,242,229
"5565",289,4.952725e-11,45,242,230
"5566",301,4.954744e-11,135,129,3
"5567",301,4.957141e-11,134,129,3
"5568",303,4.958521e-11,93,51,77
"5569",302,4.959937e-11,69,240,68
"5570",289,4.96028e-11,44,243,234
"5571",289,4.967315e-11,43,243,236
"5572",289,4.968726e-11,46,245,237
"5573",289,4.970658e-11,43,242,236
"5574",300,4.972056e-11,145,76,43
"5575",300,4.973154e-11,147,74,44
"5576",303,4.976274e-11,95,52,78
"5577",303,4.976474e-11,95,48,79
"5578",289,4.978844e-11,42,243,238
"5579",302,4.980544e-11,70,240,71
"5580",289,4.983324e-11,42,242,238
"5581",295,4.984338e-11,247,176,18
"5582",289,4.98619e-11,44,243,240
"5583",301,4.993128e-11,133,130,1
"5584",289,4.999527e-11,43,243,239
"5585",295,5.000281e-11,246,176,18
"5586",301,5.001889e-11,133,132,3
"5587",291,5.003163e-11,58,248,26
"5588",301,5.004049e-11,134,131,2
"5589",302,5.007389e-11,71,240,71
"5590",294,5.011243e-11,163,165,58
"5591",301,5.012681e-11,134,131,3
"5592",294,5.014276e-11,161,165,56
"5593",289,5.018919e-11,42,245,240
"5594",294,5.020153e-11,161,164,56
"5595",301,5.020704e-11,134,133,3
"5596",289,5.020808e-11,42,244,240
"5597",294,5.024097e-11,161,164,55
"5598",289,5.029022e-11,42,245,240
"5599",294,5.029161e-11,159,164,56
"5600",289,5.032438e-11,42,244,240
"5601",294,5.033817e-11,162,161,58
"5602",294,5.034813e-11,161,159,58
"5603",289,5.035292e-11,43,244,240
"5604",289,5.040025e-11,45,244,241
"5605",300,5.042819e-11,145,76,43
"5606",294,5.043983e-11,163,158,59
"5607",301,5.04602e-11,133,132,2
"5608",303,5.04749e-11,96,49,80
"5609",297,5.051852e-11,7,107,14
"5610",301,5.054093e-11,134,132,3
"5611",289,5.064339e-11,45,246,241
"5612",289,5.067411e-11,45,245,241
"5613",294,5.07041e-11,165,159,61
"5614",294,5.074516e-11,163,159,61
"5615",302,5.080088e-11,70,241,69
"5616",294,5.080561e-11,165,159,61
"5617",294,5.082219e-11,167,159,63
"5618",289,5.085204e-11,44,246,243
"5619",297,5.08744e-11,6,104,14
"5620",294,5.087723e-11,169,158,63
"5621",301,5.089927e-11,134,133,2
"5622",295,5.091215e-11,246,177,18
"5623",301,5.094394e-11,133,133,3
"5624",294,5.098784e-11,167,160,64
"5625",295,5.099606e-11,248,177,18
"5626",303,5.101682e-11,95,52,80
"5627",289,5.102463e-11,46,246,243
"5628",294,5.103464e-11,167,162,65
"5629",294,5.113159e-11,164,161,65
"5630",294,5.118236e-11,163,163,67
"5631",303,5.120276e-11,95,53,80
"5632",301,5.121238e-11,132,131,5
"5633",294,5.12229e-11,163,162,68
"5634",295,5.122589e-11,247,175,18
"5635",294,5.128542e-11,163,161,67
"5636",303,5.129968e-11,96,53,80
"5637",289,5.130531e-11,45,245,243
"5638",289,5.132006e-11,46,245,243
"5639",294,5.133835e-11,163,162,68
"5640",289,5.149265e-11,44,245,243
"5641",294,5.153545e-11,164,161,68
"5642",294,5.157016e-11,164,163,68
"5643",301,5.166273e-11,131,131,5
"5644",303,5.173168e-11,99,53,80
"5645",301,5.187606e-11,133,131,5
"5646",294,5.197001e-11,161,163,68
"5647",294,5.203042e-11,162,162,69
"5648",300,5.203906e-11,147,74,44
"5649",294,5.206698e-11,162,161,69
"5650",294,5.228746e-11,165,161,69
"5651",301,5.228854e-11,133,130,5
"5652",294,5.230534e-11,164,161,68
"5653",294,5.238895e-11,162,160,68
"5654",294,5.25274e-11,161,158,69
"5655",301,5.266754e-11,133,129,5
"5656",295,5.267174e-11,247,176,18
"5657",295,5.267582e-11,248,175,18
"5658",301,5.273059e-11,134,129,3
"5659",294,5.289751e-11,161,159,71
"5660",294,5.289803e-11,160,160,70
"5661",294,5.292828e-11,164,161,72
"5662",295,5.294096e-11,246,176,18
"5663",294,5.302375e-11,162,161,73
"5664",294,5.307189e-11,163,159,73
"5665",294,5.307312e-11,164,159,73
"5666",301,5.309992e-11,135,130,2
"5667",302,5.311537e-11,70,240,70
"5668",294,5.317766e-11,165,161,73
"5669",294,5.318212e-11,165,162,72
"5670",289,5.321968e-11,45,247,243
"5671",294,5.323249e-11,162,160,73
"5672",301,5.326596e-11,133,130,2
"5673",301,5.32798e-11,135,129,1
"5674",294,5.328088e-11,163,160,74
"5675",303,5.328267e-11,98,53,80
"5676",301,5.335489e-11,133,129,0
"5677",294,5.337096e-11,164,160,76
"5678",301,5.337533e-11,133,129,1
"5679",289,5.341626e-11,44,246,243
"5680",303,5.342144e-11,97,50,79
"5681",294,5.34285e-11,163,160,77
"5682",303,5.346322e-11,98,49,79
"5683",294,5.349968e-11,160,158,79
"5684",301,5.354476e-11,133,129,0
"5685",301,5.359229e-11,133,128,0
"5686",289,5.361449e-11,45,245,243
"5687",301,5.362497e-11,135,127,2
"5688",295,5.365155e-11,246,175,18
"5689",295,5.367173e-11,247,175,18
"5690",294,5.371597e-11,161,159,79
"5691",295,5.375807e-11,246,175,18
"5692",301,5.376754e-11,133,126,2
"5693",303,5.378556e-11,99,49,78
"5694",289,5.379148e-11,44,246,243
"5695",303,5.381296e-11,97,51,78
"5696",303,5.382826e-11,95,49,79
"5697",303,5.387142e-11,97,53,79
"5698",294,5.404617e-11,161,159,80
"5699",301,5.406583e-11,134,127,3
"5700",301,5.41027e-11,134,129,4
"5701",301,5.410678e-11,134,128,4
"5702",294,5.410827e-11,162,158,82
"5703",289,5.413083e-11,46,247,243
"5704",301,5.414011e-11,134,129,3
"5705",303,5.419347e-11,96,51,79
"5706",289,5.419443e-11,46,246,243
"5707",294,5.423238e-11,163,160,82
"5708",301,5.42793e-11,134,131,3
"5709",303,5.433654e-11,97,51,80
"5710",300,5.434515e-11,143,74,47
"5711",301,5.43865e-11,135,130,2
"5712",301,5.439275e-11,135,130,1
"5713",303,5.444527e-11,95,51,80
"5714",303,5.445134e-11,97,51,81
"5715",289,5.445965e-11,44,248,242
"5716",294,5.447106e-11,163,161,83
"5717",300,5.448064e-11,144,75,49
"5718",303,5.457173e-11,96,51,81
"5719",303,5.458559e-11,98,50,81
"5720",300,5.460212e-11,143,76,52
"5721",289,5.460474e-11,46,248,242
"5722",301,5.465409e-11,136,129,2
"5723",294,5.467101e-11,164,161,84
"5724",300,5.469586e-11,145,78,53
"5725",300,5.471222e-11,147,81,56
"5726",294,5.476178e-11,167,160,85
"5727",301,5.478649e-11,134,128,3
"5728",294,5.480219e-11,165,161,88
"5729",301,5.481462e-11,133,129,4
"5730",300,5.486275e-11,150,79,57
"5731",294,5.487534e-11,165,162,87
"5732",301,5.491745e-11,133,131,4
"5733",301,5.499511e-11,133,129,4
"5734",294,5.503598e-11,165,161,88
"5735",294,5.50519e-11,162,160,91
"5736",301,5.506142e-11,130,128,3
"5737",294,5.50637e-11,164,162,92
"5738",301,5.506513e-11,130,129,3
"5739",295,5.516821e-11,248,176,18
"5740",301,5.520913e-11,131,129,3
"5741",301,5.522795e-11,129,130,3
"5742",289,5.525784e-11,48,245,241
"5743",289,5.526066e-11,45,245,242
"5744",295,5.52695e-11,246,176,18
"5745",289,5.529352e-11,44,244,242
"5746",289,5.530986e-11,44,245,243
"5747",301,5.5336e-11,130,129,4
"5748",294,5.537262e-11,165,160,93
"5749",301,5.540035e-11,132,131,5
"5750",294,5.541907e-11,161,161,93
"5751",291,5.542425e-11,57,247,24
"5752",294,5.543539e-11,161,163,93
"5753",294,5.546236e-11,161,161,93
"5754",294,5.549625e-11,157,162,95
"5755",289,5.553399e-11,44,246,243
"5756",289,5.566081e-11,44,247,243
"5757",301,5.569475e-11,133,130,5
"5758",294,5.569795e-11,158,161,95
"5759",302,5.572602e-11,69,240,71
"5760",301,5.573299e-11,131,131,5
"5761",301,5.575242e-11,131,130,4
"5762",294,5.583374e-11,157,161,95
"5763",294,5.584312e-11,158,162,94
"5764",301,5.586377e-11,132,129,4
"5765",295,5.587853e-11,248,178,17
"5766",295,5.598429e-11,247,177,18
"5767",300,5.598652e-11,151,83,59
"5768",300,5.601844e-11,151,79,60
"5769",300,5.60207e-11,153,79,61
"5770",303,5.603689e-11,98,51,81
"5771",289,5.611539e-11,45,247,243
"5772",300,5.613305e-11,155,81,61
"5773",301,5.616101e-11,134,128,3
"5774",294,5.619863e-11,159,162,94
"5775",294,5.625359e-11,159,159,94
"5776",294,5.626632e-11,158,159,95
"5777",301,5.630235e-11,132,127,2
"5778",301,5.633468e-11,133,127,1
"5779",301,5.633935e-11,134,128,2
"5780",294,5.636487e-11,160,157,96
"5781",294,5.639346e-11,161,157,98
"5782",301,5.646484e-11,134,129,2
"5783",300,5.647148e-11,154,81,61
"5784",294,5.647276e-11,161,158,100
"5785",300,5.650486e-11,153,83,65
"5786",289,5.651524e-11,46,245,243
"5787",294,5.654534e-11,163,157,102
"5788",301,5.655852e-11,134,128,2
"5789",294,5.656792e-11,161,156,103
"5790",294,5.659626e-11,162,156,103
"5791",303,5.660728e-11,96,51,81
"5792",301,5.662459e-11,135,128,3
"5793",300,5.664711e-11,153,83,64
"5794",294,5.665328e-11,162,157,104
"5795",294,5.666691e-11,165,158,105
"5796",295,5.667702e-11,247,176,18
"5797",303,5.669033e-11,96,52,81
"5798",300,5.669908e-11,154,86,66
"5799",295,5.674406e-11,248,176,18
"5800",301,5.682054e-11,133,129,4
"5801",301,5.683647e-11,130,132,4
"5802",300,5.684911e-11,155,86,67
"5803",300,5.686865e-11,155,87,71
"5804",300,5.694382e-11,156,87,73
"5805",294,5.697879e-11,165,159,106
"5806",294,5.700545e-11,165,159,108
"5807",300,5.70692e-11,155,88,72
"5808",300,5.71495e-11,155,87,73
"5809",294,5.716319e-11,164,156,109
"5810",300,5.719448e-11,158,89,71
"5811",300,5.719606e-11,158,90,72
"5812",300,5.721222e-11,159,92,73
"5813",294,5.7262e-11,166,153,110
"5814",301,5.734219e-11,133,130,5
"5815",294,5.735979e-11,167,153,109
"5816",301,5.736337e-11,133,130,4
"5817",294,5.736648e-11,167,152,108
"5818",295,5.737985e-11,245,174,16
"5819",300,5.74146e-11,159,93,73
"5820",300,5.744724e-11,158,92,74
"5821",300,5.744856e-11,156,91,75
"5822",294,5.745996e-11,167,151,109
"5823",300,5.748093e-11,153,91,75
"5824",302,5.748655e-11,70,241,69
"5825",289,5.751233e-11,46,246,242
"5826",294,5.751527e-11,167,151,110
"5827",294,5.752037e-11,168,148,109
"5828",300,5.753949e-11,153,90,75
"5829",294,5.756398e-11,168,147,109
"5830",301,5.759082e-11,132,128,4
"5831",294,5.759416e-11,167,148,110
"5832",301,5.763861e-11,133,130,4
"5833",300,5.765039e-11,152,93,75
"5834",300,5.768667e-11,154,93,74
"5835",289,5.770714e-11,46,245,242
"5836",300,5.772769e-11,155,94,74
"5837",300,5.772792e-11,156,93,73
"5838",295,5.772942e-11,245,174,17
"5839",289,5.774733e-11,45,245,242
"5840",294,5.775933e-11,168,148,111
"5841",301,5.776476e-11,134,130,3
"5842",300,5.778324e-11,156,92,73
"5843",301,5.78124e-11,133,131,3
"5844",294,5.784205e-11,169,146,112
"5845",300,5.785197e-11,156,91,75
"5846",300,5.788869e-11,158,94,76
"5847",292,5.791971e-11,194,234,44
"5848",300,5.793984e-11,157,96,78
"5849",294,5.795578e-11,168,147,112
"5850",301,5.796533e-11,131,131,2
"5851",294,5.798958e-11,167,148,113
"5852",300,5.798963e-11,157,98,78
"5853",294,5.803781e-11,168,149,114
"5854",294,5.804432e-11,168,147,113
"5855",301,5.807509e-11,132,130,4
"5856",300,5.807601e-11,156,99,77
"5857",289,5.811694e-11,44,245,242
"5858",300,5.814338e-11,156,99,78
"5859",294,5.815475e-11,170,146,115
"5860",300,5.816092e-11,157,96,80
"5861",294,5.821447e-11,171,146,119
"5862",289,5.823821e-11,45,247,242
"5863",294,5.826242e-11,172,148,121
"5864",295,5.827529e-11,246,177,18
"5865",294,5.82791e-11,173,147,121
"5866",294,5.828167e-11,172,147,123
"5867",300,5.829575e-11,157,95,80
"5868",301,5.830269e-11,134,129,4
"5869",300,5.830308e-11,159,94,77
"5870",294,5.832878e-11,172,148,124
"5871",301,5.834632e-11,133,131,5
"5872",289,5.835938e-11,44,246,243
"5873",289,5.842221e-11,43,244,242
"5874",294,5.845695e-11,173,149,124
"5875",294,5.851115e-11,174,148,124
"5876",300,5.861824e-11,159,95,76
"5877",295,5.880701e-11,248,175,18
"5878",301,5.884035e-11,133,132,4
"5879",303,5.884501e-11,95,53,80
"5880",294,5.892296e-11,173,147,125
"5881",303,5.89828e-11,97,52,81
"5882",294,5.901283e-11,171,146,126
"5883",295,5.90272e-11,248,177,18
"5884",294,5.903253e-11,172,148,126
"5885",294,5.907208e-11,171,148,125
"5886",300,5.908988e-11,158,93,77
"5887",301,5.909256e-11,132,131,4
"5888",295,5.911295e-11,246,177,18
"5889",294,5.917938e-11,170,147,126
"5890",294,5.918042e-11,169,146,128
"5891",300,5.920133e-11,155,90,77
"5892",300,5.920452e-11,154,89,78
"5893",301,5.921434e-11,131,130,4
"5894",294,5.923618e-11,168,146,132
"5895",294,5.925124e-11,169,146,136
"5896",301,5.928154e-11,134,129,3
"5897",294,5.928437e-11,165,144,135
"5898",303,5.930081e-11,98,51,81
"5899",300,5.931481e-11,153,87,78
"5900",296,5.937936e-11,62,85,23
"5901",294,5.937975e-11,164,147,135
"5902",301,5.942213e-11,135,130,3
"5903",295,5.949702e-11,247,177,18
"5904",291,5.950234e-11,58,248,26
"5905",295,5.955398e-11,246,177,18
"5906",294,5.959793e-11,166,147,134
"5907",303,5.967146e-11,98,52,81
"5908",294,5.971376e-11,163,145,136
"5909",294,5.977634e-11,162,145,137
"5910",301,5.979173e-11,132,132,3
"5911",301,5.980297e-11,131,133,3
"5912",301,5.984675e-11,131,132,3
"5913",294,5.991371e-11,165,148,139
"5914",294,5.995535e-11,165,144,140
"5915",291,5.997907e-11,57,0,26
"5916",300,5.99938e-11,153,86,77
"5917",294,6.000508e-11,167,141,141
"5918",295,6.002212e-11,247,176,18
"5919",294,6.002831e-11,168,144,142
"5920",301,6.00745e-11,133,132,3
"5921",294,6.008449e-11,168,147,146
"5922",295,6.009414e-11,247,175,18
"5923",300,6.009512e-11,154,87,78
"5924",300,6.012405e-11,154,89,78
"5925",300,6.016056e-11,151,89,78
"5926",301,6.017287e-11,132,135,1
"5927",300,6.021322e-11,147,88,78
"5928",300,6.021659e-11,147,88,77
"5929",300,6.021736e-11,148,88,77
"5930",294,6.025049e-11,168,148,147
"5931",300,6.02767e-11,151,86,77
"5932",295,6.040237e-11,247,174,17
"5933",294,6.040354e-11,165,148,150
"5934",295,6.042447e-11,246,175,18
"5935",294,6.048717e-11,164,150,150
"5936",300,6.051084e-11,151,88,76
"5937",301,6.051309e-11,134,132,0
"5938",300,6.052949e-11,152,90,77
"5939",294,6.053196e-11,165,150,150
"5940",301,6.056953e-11,135,132,2
"5941",300,6.05891e-11,151,92,75
"5942",294,6.058926e-11,167,146,151
"5943",300,6.061468e-11,150,92,73
"5944",295,6.0626e-11,248,177,18
"5945",300,6.079306e-11,152,94,72
"5946",300,6.082082e-11,153,92,74
"5947",289,6.082739e-11,44,245,243
"5948",301,6.088223e-11,133,132,4
"5949",301,6.089115e-11,134,132,3
"5950",300,6.09311e-11,153,92,76
"5951",300,6.09752e-11,153,91,76
"5952",288,6.101856e-11,62,216,44
"5953",300,6.102809e-11,154,91,77
"5954",300,6.110973e-11,154,90,77
"5955",300,6.113966e-11,153,91,79
"5956",300,6.115315e-11,154,90,79
"5957",300,6.115612e-11,151,92,82
"5958",301,6.117363e-11,133,131,5
"5959",300,6.127022e-11,152,92,83
"5960",300,6.127532e-11,154,92,83
"5961",300,6.129308e-11,154,95,84
"5962",300,6.137569e-11,152,97,84
"5963",300,6.139694e-11,149,95,85
"5964",300,6.14001e-11,147,92,85
"5965",302,6.145308e-11,71,240,71
"5966",300,6.147804e-11,148,96,85
"5967",300,6.148983e-11,151,94,85
"5968",300,6.159717e-11,152,94,85
"5969",300,6.161913e-11,153,95,87
"5970",300,6.176182e-11,152,93,88
"5971",300,6.180585e-11,151,96,90
"5972",295,6.182099e-11,248,176,18
"5973",303,6.183846e-11,97,51,81
"5974",300,6.184189e-11,149,96,90
"5975",294,6.206145e-11,166,147,151
"5976",295,6.21374e-11,247,176,17
"5977",295,6.213908e-11,244,174,16
"5978",303,6.214299e-11,98,52,81
"5979",294,6.215213e-11,167,148,151
"5980",300,6.223299e-11,150,97,90
"5981",297,6.223526e-11,4,105,17
"5982",294,6.22592e-11,166,149,152
"5983",297,6.226486e-11,2,105,21
"5984",294,6.239532e-11,167,150,156
"5985",300,6.239804e-11,151,96,91
"5986",295,6.24133e-11,247,177,17
"5987",295,6.247754e-11,247,176,18
"5988",300,6.24976e-11,152,96,91
"5989",297,6.255445e-11,1,108,19
"5990",300,6.255484e-11,150,95,92
"5991",295,6.26259e-11,247,175,18
"5992",301,6.271683e-11,130,128,4
"5993",295,6.277294e-11,246,175,18
"5994",301,6.279927e-11,134,128,4
"5995",300,6.281701e-11,152,95,92
"5996",302,6.285562e-11,70,240,75
"5997",301,6.289768e-11,131,128,4
"5998",294,6.292928e-11,167,151,159
"5999",297,6.294618e-11,0,107,19
"6000",300,6.298324e-11,151,93,92
"6001",295,6.302924e-11,246,177,18
"6002",302,6.314034e-11,69,239,75
"6003",294,6.334071e-11,165,154,161
"6004",294,6.348148e-11,165,154,164
"6005",303,6.351191e-11,96,52,81
"6006",301,6.353341e-11,130,128,4
"6007",294,6.355805e-11,167,156,163
"6008",294,6.360437e-11,167,155,163
"6009",300,6.378175e-11,151,94,92
"6010",297,6.382784e-11,1,105,23
"6011",289,6.386848e-11,44,246,243
"6012",297,6.386991e-11,1,104,25
"6013",288,6.400566e-11,62,217,45
"6014",295,6.409316e-11,247,177,18
"6015",292,6.410364e-11,193,237,45
"6016",295,6.414791e-11,248,176,18
"6017",300,6.415089e-11,151,93,92
"6018",294,6.418248e-11,168,155,166
"6019",288,6.418294e-11,64,216,48
"6020",301,6.42199e-11,133,130,3
"6021",294,6.423667e-11,169,156,166
"6022",294,6.424483e-11,168,158,167
"6023",303,6.424931e-11,98,51,80
"6024",294,6.425138e-11,169,158,169
"6025",297,6.42687e-11,3,105,24
"6026",301,6.426955e-11,130,132,3
"6027",303,6.428643e-11,98,51,78
"6028",294,6.428657e-11,167,157,170
"6029",301,6.429491e-11,130,132,4
"6030",303,6.43005e-11,95,50,80
"6031",289,6.431517e-11,43,246,242
"6032",302,6.432368e-11,70,235,77
"6033",303,6.433552e-11,98,50,81
"6034",294,6.436608e-11,168,158,170
"6035",294,6.437107e-11,169,158,171
"6036",289,6.441628e-11,44,247,243
"6037",302,6.442249e-11,71,235,77
"6038",297,6.445723e-11,2,103,23
"6039",294,6.45119e-11,168,157,172
"6040",297,6.454511e-11,4,104,22
"6041",301,6.461951e-11,131,132,4
"6042",294,6.46323e-11,168,158,173
"6043",294,6.463841e-11,167,161,172
"6044",295,6.464041e-11,247,176,18
"6045",288,6.469691e-11,64,214,48
"6046",294,6.47412e-11,166,162,172
"6047",301,6.474846e-11,132,131,5
"6048",294,6.475558e-11,163,159,173
"6049",302,6.485433e-11,74,235,79
"6050",294,6.487899e-11,166,157,176
"6051",294,6.490133e-11,167,157,177
"6052",302,6.491493e-11,77,235,81
"6053",295,6.492472e-11,246,176,18
"6054",294,6.495171e-11,168,156,177
"6055",289,6.497537e-11,46,247,243
