"","iElectron","t","ix","iy","iz"
"67745",256,2.352563e-11,151,97,90
"67746",269,2.359002e-11,157,93,80
"67747",269,2.360862e-11,157,92,81
"67748",269,2.362185e-11,158,93,81
"67749",256,2.363079e-11,151,96,90
"67750",267,2.365596e-11,222,197,31
"67751",256,2.373099e-11,148,94,89
"67752",256,2.373934e-11,147,93,89
"67753",269,2.380001e-11,158,93,79
"67754",269,2.380902e-11,159,93,78
"67755",269,2.383446e-11,157,92,79
"67756",267,2.383498e-11,222,196,31
"67757",266,2.385474e-11,46,79,79
"67758",268,2.386799e-11,151,133,47
"67759",267,2.38775e-11,220,195,33
"67760",269,2.394936e-11,155,90,78
"67761",263,2.395128e-11,123,175,30
"67762",267,2.399071e-11,222,193,35
"67763",267,2.400762e-11,223,193,35
"67764",267,2.404017e-11,219,193,35
"67765",269,2.406576e-11,155,90,79
"67766",257,2.408721e-11,243,136,76
"67767",269,2.415529e-11,155,90,81
"67768",261,2.41892e-11,115,35,10
"67769",267,2.421733e-11,220,192,35
"67770",270,2.423339e-11,112,27,52
"67771",269,2.425644e-11,154,89,82
"67772",267,2.429291e-11,220,195,35
"67773",267,2.433036e-11,219,194,37
"67774",256,2.436371e-11,147,95,89
"67775",267,2.436375e-11,221,195,40
"67776",267,2.43809e-11,221,195,42
"67777",260,2.439916e-11,75,80,27
"67778",261,2.441872e-11,113,34,10
"67779",267,2.444631e-11,223,195,43
"67780",256,2.444851e-11,149,96,90
"67781",269,2.444889e-11,156,91,86
"67782",267,2.445911e-11,224,194,45
"67783",265,2.447432e-11,5,218,45
"67784",259,2.452087e-11,68,180,42
"67785",267,2.452165e-11,226,192,45
"67786",267,2.45553e-11,226,190,48
"67787",256,2.457179e-11,151,92,88
"67788",256,2.457191e-11,152,92,88
"67789",267,2.461514e-11,224,189,50
"67790",256,2.462572e-11,154,91,89
"67791",267,2.46496e-11,225,188,53
"67792",267,2.467946e-11,223,188,55
"67793",265,2.469119e-11,7,216,45
"67794",267,2.470227e-11,221,191,58
"67795",256,2.471135e-11,154,93,89
"67796",267,2.472331e-11,219,187,58
"67797",267,2.472655e-11,217,190,59
"67798",269,2.48224e-11,156,94,88
"67799",267,2.483674e-11,219,189,60
"67800",256,2.483706e-11,155,94,89
"67801",269,2.484256e-11,155,96,85
"67802",267,2.487374e-11,221,188,59
"67803",256,2.495506e-11,154,95,89
"67804",269,2.495543e-11,154,94,84
"67805",267,2.498017e-11,222,189,60
"67806",269,2.499238e-11,154,94,85
"67807",262,2.500176e-11,197,71,26
"67808",267,2.504139e-11,222,188,60
"67809",267,2.507148e-11,221,188,61
"67810",263,2.507361e-11,122,173,31
"67811",267,2.510882e-11,221,187,62
"67812",256,2.512384e-11,154,95,90
"67813",256,2.513348e-11,151,94,90
"67814",267,2.514489e-11,221,188,64
"67815",259,2.518825e-11,66,183,45
"67816",269,2.521115e-11,153,93,87
"67817",267,2.521257e-11,221,186,65
"67818",268,2.522329e-11,150,133,50
"67819",261,2.52241e-11,112,31,13
"67820",256,2.522967e-11,149,97,88
"67821",269,2.524286e-11,150,96,85
"67822",267,2.525222e-11,221,188,66
"67823",269,2.527536e-11,149,92,86
"67824",267,2.529656e-11,221,188,67
"67825",270,2.530449e-11,114,30,55
"67826",261,2.531845e-11,113,29,13
"67827",267,2.532341e-11,219,190,67
"67828",256,2.533886e-11,149,98,89
"67829",259,2.536566e-11,65,182,48
"67830",259,2.536827e-11,68,183,46
"67831",267,2.537466e-11,218,188,66
"67832",263,2.541762e-11,121,174,31
"67833",267,2.541996e-11,219,189,66
"67834",269,2.543524e-11,147,92,85
"67835",269,2.54356e-11,149,93,86
"67836",267,2.543837e-11,220,189,66
"67837",267,2.545319e-11,221,190,66
"67838",267,2.545335e-11,219,190,66
"67839",263,2.550357e-11,123,172,33
"67840",262,2.552943e-11,198,71,26
"67841",263,2.554298e-11,121,172,35
"67842",270,2.555417e-11,114,29,56
"67843",267,2.555975e-11,219,189,67
"67844",265,2.558055e-11,8,218,49
"67845",269,2.559083e-11,148,93,88
"67846",269,2.560475e-11,150,92,87
"67847",270,2.560664e-11,116,27,59
"67848",265,2.562558e-11,9,217,50
"67849",270,2.562699e-11,117,27,63
"67850",269,2.567071e-11,150,94,89
"67851",269,2.567499e-11,154,95,89
"67852",270,2.569408e-11,117,27,65
"67853",256,2.573946e-11,150,97,90
"67854",268,2.574886e-11,149,133,53
"67855",268,2.575449e-11,149,134,53
"67856",257,2.577146e-11,244,138,76
"67857",269,2.577565e-11,154,94,90
"67858",268,2.578003e-11,148,132,51
"67859",260,2.580039e-11,73,80,28
"67860",265,2.58041e-11,12,216,53
"67861",269,2.589421e-11,154,95,90
"67862",266,2.593098e-11,46,80,79
"67863",270,2.594019e-11,116,28,69
"67864",256,2.595382e-11,151,96,91
"67865",267,2.597304e-11,220,188,69
"67866",270,2.59775e-11,118,27,71
"67867",266,2.599305e-11,45,79,79
"67868",268,2.602077e-11,148,132,53
"67869",267,2.60267e-11,220,190,69
"67870",269,2.602759e-11,154,93,89
"67871",261,2.603784e-11,113,28,14
"67872",257,2.603958e-11,243,137,76
"67873",269,2.611229e-11,152,90,86
"67874",269,2.612981e-11,150,89,86
"67875",270,2.614678e-11,118,29,72
"67876",267,2.614729e-11,220,190,70
"67877",263,2.62025e-11,120,173,36
"67878",267,2.620796e-11,223,188,70
"67879",270,2.624463e-11,117,31,76
"67880",257,2.627364e-11,244,136,76
"67881",261,2.627493e-11,111,30,16
"67882",269,2.628532e-11,152,91,89
"67883",267,2.636751e-11,222,188,71
"67884",256,2.640976e-11,151,94,92
"67885",257,2.645418e-11,243,136,76
"67886",270,2.650341e-11,119,31,77
"67887",256,2.652614e-11,152,93,92
"67888",269,2.654414e-11,152,91,90
"67889",269,2.657819e-11,151,95,90
"67890",270,2.660237e-11,119,30,77
"67891",265,2.662369e-11,12,216,54
"67892",267,2.66421e-11,220,188,71
"67893",269,2.666423e-11,151,94,88
"67894",269,2.666831e-11,152,95,89
"67895",266,2.669216e-11,46,79,79
"67896",262,2.67875e-11,199,71,28
"67897",256,2.682153e-11,151,94,92
"67898",260,2.682176e-11,74,79,30
"67899",256,2.682637e-11,151,93,92
"67900",270,2.684892e-11,117,30,76
"67901",270,2.685634e-11,118,33,76
"67902",266,2.686457e-11,46,80,79
"67903",261,2.686611e-11,110,31,20
"67904",269,2.69053e-11,153,96,89
"67905",261,2.69312e-11,109,33,21
"67906",261,2.693692e-11,106,30,20
"67907",269,2.695523e-11,153,93,91
"67908",269,2.696785e-11,153,91,90
"67909",257,2.705146e-11,242,136,76
"67910",256,2.708034e-11,152,93,92
"67911",269,2.708184e-11,155,92,88
"67912",269,2.708803e-11,154,90,88
"67913",267,2.710868e-11,221,189,72
"67914",269,2.710995e-11,155,90,86
"67915",261,2.713959e-11,105,30,21
"67916",269,2.716562e-11,154,93,89
"67917",261,2.717059e-11,105,31,22
"67918",261,2.718855e-11,106,30,24
"67919",261,2.723005e-11,106,31,24
"67920",262,2.726466e-11,199,70,29
"67921",267,2.726729e-11,221,190,72
"67922",269,2.729738e-11,155,92,89
"67923",257,2.730468e-11,244,136,76
"67924",265,2.733172e-11,13,213,57
"67925",257,2.741516e-11,244,137,76
"67926",262,2.742919e-11,198,71,28
"67927",269,2.743452e-11,156,94,88
"67928",261,2.743528e-11,106,31,23
"67929",262,2.748305e-11,200,72,30
"67930",265,2.753034e-11,9,214,57
"67931",267,2.764397e-11,222,192,75
"67932",269,2.767297e-11,155,97,88
"67933",256,2.774209e-11,150,93,92
"67934",269,2.778418e-11,154,98,87
"67935",269,2.780396e-11,155,97,87
"67936",261,2.787735e-11,104,32,27
"67937",270,2.790236e-11,116,33,77
"67938",261,2.79868e-11,103,33,27
"67939",269,2.798917e-11,152,97,88
"67940",256,2.807815e-11,149,93,91
"67941",260,2.814303e-11,77,82,29
"67942",269,2.818554e-11,154,98,88
"67943",261,2.822545e-11,102,32,30
"67944",261,2.824641e-11,106,32,31
"67945",265,2.826875e-11,12,216,56
"67946",261,2.835533e-11,107,33,34
"67947",259,2.849835e-11,68,186,46
"67948",269,2.859826e-11,154,96,90
"67949",262,2.86215e-11,204,72,32
"67950",268,2.86549e-11,150,132,54
"67951",265,2.865693e-11,10,217,58
"67952",264,2.867567e-11,162,243,7
"67953",261,2.868236e-11,107,33,35
"67954",261,2.872288e-11,106,31,36
"67955",262,2.87471e-11,204,75,31
"67956",270,2.876464e-11,114,33,80
"67957",256,2.886777e-11,149,92,90
"67958",256,2.889742e-11,150,91,90
"67959",270,2.895348e-11,114,35,83
"67960",261,2.896307e-11,105,33,40
"67961",262,2.899293e-11,206,75,31
"67962",266,2.899558e-11,45,80,79
"67963",256,2.90146e-11,149,91,90
"67964",270,2.905923e-11,114,34,83
"67965",257,2.906112e-11,242,137,76
"67966",269,2.91146e-11,153,95,91
"67967",264,2.913466e-11,161,243,8
"67968",260,2.91887e-11,78,84,30
"67969",266,2.921847e-11,44,79,79
"67970",269,2.929444e-11,152,97,89
"67971",270,2.932005e-11,113,33,83
"67972",264,2.93727e-11,160,246,9
"67973",267,2.944376e-11,220,190,77
"67974",269,2.94732e-11,149,97,89
"67975",260,2.95045e-11,77,82,29
"67976",269,2.953558e-11,152,96,90
"67977",267,2.956091e-11,219,192,79
"67978",267,2.956906e-11,217,193,79
"67979",269,2.961192e-11,153,96,90
"67980",269,2.962119e-11,154,94,89
"67981",257,2.964291e-11,243,138,76
"67982",269,2.969591e-11,154,95,90
"67983",263,2.973695e-11,118,174,37
"67984",259,2.97637e-11,67,186,46
"67985",269,2.981778e-11,155,95,89
"67986",269,2.983068e-11,154,92,90
"67987",267,2.985059e-11,219,195,83
"67988",261,2.991379e-11,106,34,41
"67989",257,2.995257e-11,243,136,76
"67990",267,3.017034e-11,220,196,83
"67991",269,3.018117e-11,153,93,90
"67992",256,3.022702e-11,149,92,91
"67993",270,3.033008e-11,112,33,82
"67994",259,3.043971e-11,68,186,46
"67995",270,3.045455e-11,112,32,82
"67996",269,3.055152e-11,155,96,87
"67997",267,3.056213e-11,223,194,84
"67998",269,3.060339e-11,156,97,86
"67999",269,3.07865e-11,155,97,87
"68000",266,3.08504e-11,46,80,79
"68001",264,3.085309e-11,160,246,12
"68002",269,3.089972e-11,154,96,88
"68003",269,3.092682e-11,153,95,89
"68004",264,3.09269e-11,161,248,15
"68005",261,3.100831e-11,104,35,44
"68006",269,3.104827e-11,154,95,90
"68007",264,3.106917e-11,157,248,14
"68008",269,3.114729e-11,153,95,91
"68009",269,3.11809e-11,153,94,90
"68010",266,3.127706e-11,45,78,79
"68011",261,3.13172e-11,101,34,46
"68012",256,3.133705e-11,150,93,92
"68013",269,3.157461e-11,155,94,87
"68014",269,3.167051e-11,155,95,87
"68015",266,3.178359e-11,45,80,79
"68016",266,3.18134e-11,46,78,79
"68017",261,3.190013e-11,103,33,45
"68018",266,3.199497e-11,44,78,79
"68019",269,3.207573e-11,155,94,87
"68020",257,3.208899e-11,242,137,76
"68021",269,3.209473e-11,153,94,85
"68022",260,3.209484e-11,77,83,31
"68023",264,3.214333e-11,156,245,16
"68024",269,3.21472e-11,155,93,85
"68025",269,3.215359e-11,154,96,85
"68026",269,3.221495e-11,154,94,89
"68027",269,3.226737e-11,155,95,89
"68028",264,3.233064e-11,154,246,14
"68029",269,3.23519e-11,155,92,89
"68030",264,3.276469e-11,153,246,15
"68031",264,3.284416e-11,151,245,12
"68032",269,3.287494e-11,154,91,88
"68033",269,3.289165e-11,155,92,87
"68034",269,3.290111e-11,155,92,88
"68035",264,3.294493e-11,149,245,13
"68036",256,3.295031e-11,150,95,92
"68037",268,3.301964e-11,150,136,57
"68038",256,3.31144e-11,150,93,92
"68039",261,3.322445e-11,105,34,44
"68040",269,3.324895e-11,154,92,88
"68041",259,3.327482e-11,67,186,46
"68042",257,3.327526e-11,243,137,76
"68043",266,3.328958e-11,45,78,79
"68044",257,3.329369e-11,243,136,76
"68045",266,3.332366e-11,45,79,79
"68046",269,3.33319e-11,154,94,88
"68047",266,3.334807e-11,45,78,79
"68048",257,3.336309e-11,242,136,76
"68049",269,3.339785e-11,155,95,88
"68050",265,3.340037e-11,11,215,62
"68051",266,3.344129e-11,46,78,79
"68052",265,3.3506e-11,11,214,61
"68053",268,3.350903e-11,150,135,61
"68054",256,3.351869e-11,151,94,92
"68055",268,3.355726e-11,149,135,61
"68056",256,3.35805e-11,152,95,92
"68057",268,3.366504e-11,146,135,63
"68058",265,3.367271e-11,13,210,62
"68059",257,3.370562e-11,242,137,76
"68060",265,3.376463e-11,10,209,62
"68061",260,3.378651e-11,77,83,34
"68062",269,3.378685e-11,155,94,88
"68063",265,3.388343e-11,11,208,65
"68064",265,3.388841e-11,13,209,69
"68065",269,3.390907e-11,155,95,88
"68066",256,3.393496e-11,150,95,92
"68067",265,3.399608e-11,12,209,68
"68068",269,3.400194e-11,152,96,86
"68069",269,3.400206e-11,150,94,85
"68070",260,3.403585e-11,77,82,36
"68071",269,3.407172e-11,150,93,84
"68072",260,3.418573e-11,76,84,36
"68073",268,3.420591e-11,146,132,64
"68074",266,3.42568e-11,44,78,79
"68075",269,3.427704e-11,152,95,86
"68076",269,3.435404e-11,150,94,86
"68077",269,3.437735e-11,150,95,86
"68078",256,3.438734e-11,150,94,92
"68079",256,3.453912e-11,150,93,92
"68080",269,3.455869e-11,149,93,85
"68081",257,3.45609e-11,244,138,76
"68082",269,3.462753e-11,150,93,83
"68083",268,3.463693e-11,144,129,63
"68084",268,3.470152e-11,143,129,65
"68085",269,3.470722e-11,150,92,84
"68086",269,3.471199e-11,150,93,88
"68087",269,3.471808e-11,149,93,89
"68088",269,3.473629e-11,147,93,89
"68089",260,3.475592e-11,76,82,39
"68090",260,3.48408e-11,75,82,38
"68091",260,3.484198e-11,73,82,37
"68092",266,3.489092e-11,45,78,79
"68093",269,3.489823e-11,148,93,88
"68094",269,3.490163e-11,148,94,87
"68095",268,3.491376e-11,143,125,66
"68096",269,3.501558e-11,147,96,89
"68097",268,3.502185e-11,143,124,65
"68098",269,3.504464e-11,151,98,89
"68099",260,3.529449e-11,72,80,40
"68100",269,3.537579e-11,150,98,89
"68101",260,3.541212e-11,75,80,43
"68102",259,3.547444e-11,65,184,50
"68103",259,3.547803e-11,64,184,50
"68104",268,3.550439e-11,142,125,68
"68105",264,3.553235e-11,147,241,15
"68106",268,3.553946e-11,142,125,69
"68107",268,3.557148e-11,143,125,72
"68108",260,3.561905e-11,75,80,44
"68109",269,3.567627e-11,151,97,88
"68110",266,3.57182e-11,45,79,79
"68111",269,3.574963e-11,152,98,88
"68112",269,3.576743e-11,153,97,86
"68113",269,3.582953e-11,154,97,84
"68114",268,3.584417e-11,142,126,73
"68115",260,3.58622e-11,74,84,45
"68116",256,3.589279e-11,150,94,92
"68117",269,3.590335e-11,154,98,85
"68118",268,3.600236e-11,140,123,75
"68119",268,3.601173e-11,138,125,74
"68120",266,3.604653e-11,44,80,79
"68121",256,3.614476e-11,151,95,92
"68122",268,3.615045e-11,137,125,76
"68123",260,3.616806e-11,73,83,48
"68124",257,3.619691e-11,243,138,76
"68125",256,3.620745e-11,150,95,91
"68126",259,3.622079e-11,65,183,49
"68127",269,3.624253e-11,153,98,85
"68128",256,3.624335e-11,152,96,91
"68129",264,3.625877e-11,150,240,14
"68130",269,3.626122e-11,156,97,84
"68131",268,3.626753e-11,138,125,78
"68132",268,3.628513e-11,137,125,79
"68133",268,3.628834e-11,136,126,79
"68134",260,3.631253e-11,74,83,47
"68135",264,3.633894e-11,152,239,14
"68136",269,3.635222e-11,156,96,84
"68137",264,3.63709e-11,152,240,14
"68138",264,3.639609e-11,150,239,13
"68139",256,3.641115e-11,151,96,91
"68140",256,3.649303e-11,152,96,91
"68141",264,3.650188e-11,152,239,14
"68142",268,3.653176e-11,138,127,79
"68143",264,3.653898e-11,152,237,18
"68144",256,3.655029e-11,151,97,89
"68145",264,3.656703e-11,150,237,18
"68146",269,3.659759e-11,155,98,84
"68147",264,3.661582e-11,151,237,18
"68148",268,3.664277e-11,138,125,79
"68149",256,3.66483e-11,152,96,89
"68150",264,3.675462e-11,151,236,18
"68151",259,3.677867e-11,66,185,53
"68152",269,3.680299e-11,154,97,86
"68153",269,3.680895e-11,154,98,88
"68154",266,3.684255e-11,46,78,79
"68155",256,3.686297e-11,155,93,89
"68156",269,3.687328e-11,156,94,88
"68157",269,3.68748e-11,156,91,84
"68158",269,3.688393e-11,157,93,85
"68159",256,3.69141e-11,154,91,89
"68160",269,3.695671e-11,158,95,82
"68161",268,3.699419e-11,138,126,81
"68162",268,3.701932e-11,137,126,80
"68163",264,3.702867e-11,147,236,19
"68164",269,3.707986e-11,157,94,83
"68165",256,3.708159e-11,153,90,89
"68166",269,3.710945e-11,157,93,83
"68167",268,3.711738e-11,139,126,82
"68168",264,3.715632e-11,147,235,20
"68169",268,3.718539e-11,139,126,83
"68170",269,3.718882e-11,154,93,82
"68171",269,3.720923e-11,156,94,82
"68172",268,3.722673e-11,140,126,83
"68173",269,3.723336e-11,157,95,81
"68174",264,3.723845e-11,144,236,21
"68175",269,3.724624e-11,156,97,84
"68176",268,3.724919e-11,140,125,85
"68177",269,3.726097e-11,155,98,85
"68178",264,3.727374e-11,144,235,25
"68179",269,3.732156e-11,154,98,86
"68180",269,3.732668e-11,153,99,86
"68181",268,3.734789e-11,138,125,84
"68182",269,3.738172e-11,154,98,87
"68183",268,3.751391e-11,140,126,85
"68184",269,3.75456e-11,155,97,87
"68185",268,3.756606e-11,141,126,85
"68186",266,3.762055e-11,44,78,79
"68187",269,3.763559e-11,154,97,86
"68188",269,3.765657e-11,151,98,89
"68189",268,3.766572e-11,138,126,87
"68190",269,3.768829e-11,151,96,91
"68191",264,3.76947e-11,145,234,25
"68192",268,3.77246e-11,139,129,87
"68193",268,3.774791e-11,137,128,88
"68194",257,3.774931e-11,243,137,76
"68195",264,3.775582e-11,144,231,25
"68196",264,3.776026e-11,145,230,26
"68197",268,3.780513e-11,138,129,88
"68198",259,3.78124e-11,64,183,56
"68199",264,3.781637e-11,146,229,26
"68200",268,3.782701e-11,136,126,90
"68201",264,3.785141e-11,145,229,27
"68202",268,3.785147e-11,134,124,91
"68203",269,3.789508e-11,151,95,92
"68204",264,3.791342e-11,144,230,27
"68205",266,3.79361e-11,44,80,79
"68206",264,3.802905e-11,148,229,27
"68207",257,3.812503e-11,245,138,78
"68208",268,3.816392e-11,134,125,90
"68209",268,3.818861e-11,132,125,90
"68210",268,3.822801e-11,130,125,90
"68211",264,3.823679e-11,145,230,28
"68212",269,3.828361e-11,150,95,92
"68213",269,3.831163e-11,151,95,92
"68214",264,3.833375e-11,144,230,28
"68215",256,3.835096e-11,155,89,92
"68216",256,3.835824e-11,157,88,96
"68217",264,3.836095e-11,145,228,29
"68218",264,3.837298e-11,144,228,29
"68219",268,3.838614e-11,128,127,89
"68220",266,3.847514e-11,45,80,79
"68221",264,3.850783e-11,146,230,31
"68222",256,3.854837e-11,158,87,93
"68223",266,3.857265e-11,47,78,78
"68224",266,3.858397e-11,48,77,77
"68225",264,3.862273e-11,145,232,32
"68226",268,3.863038e-11,131,129,90
"68227",268,3.863648e-11,133,128,90
"68228",264,3.869124e-11,145,230,33
"68229",269,3.876803e-11,152,95,92
"68230",268,3.878021e-11,133,131,93
"68231",259,3.87928e-11,65,183,57
"68232",268,3.880581e-11,135,134,93
"68233",256,3.880652e-11,158,85,97
"68234",266,3.881194e-11,47,76,77
"68235",264,3.88281e-11,145,229,36
"68236",259,3.890022e-11,64,184,59
"68237",265,3.893286e-11,11,208,70
"68238",268,3.897883e-11,133,136,92
"68239",264,3.900325e-11,146,233,38
"68240",264,3.912576e-11,148,234,39
"68241",264,3.913198e-11,150,235,37
"68242",264,3.913742e-11,148,235,38
"68243",266,3.917415e-11,45,78,78
"68244",264,3.919713e-11,147,237,39
"68245",264,3.929943e-11,151,235,39
"68246",264,3.930342e-11,150,232,38
"68247",264,3.931657e-11,149,231,39
"68248",268,3.93386e-11,132,138,94
"68249",268,3.933933e-11,133,138,94
"68250",268,3.934907e-11,133,137,94
"68251",266,3.938333e-11,47,76,77
"68252",259,3.941152e-11,67,184,58
"68253",266,3.944273e-11,46,76,77
"68254",264,3.945654e-11,153,232,39
"68255",266,3.946318e-11,46,76,76
"68256",264,3.948258e-11,152,234,41
"68257",265,3.952288e-11,9,206,70
"68258",264,3.952918e-11,150,234,41
"68259",268,3.953358e-11,135,138,94
"68260",264,3.953597e-11,150,233,41
"68261",268,3.955097e-11,136,137,95
"68262",264,3.961663e-11,151,233,45
"68263",266,3.962468e-11,47,77,75
"68264",264,3.964415e-11,151,232,46
"68265",259,3.964879e-11,70,184,59
"68266",268,3.968248e-11,136,139,96
"68267",259,3.971222e-11,68,184,62
"68268",268,3.975931e-11,137,138,93
"68269",264,3.977456e-11,149,231,49
"68270",268,3.979954e-11,136,138,96
"68271",266,3.980799e-11,48,76,75
"68272",264,3.9809e-11,152,229,50
"68273",268,3.98433e-11,137,138,97
"68274",268,3.984672e-11,137,136,97
"68275",269,3.988698e-11,154,95,95
"68276",264,3.991415e-11,153,228,50
"68277",268,3.998601e-11,135,132,97
"68278",264,4.002928e-11,154,229,51
"68279",268,4.003894e-11,135,131,98
"68280",268,4.00733e-11,135,131,97
"68281",268,4.010221e-11,135,129,97
"68282",268,4.012931e-11,136,127,98
"68283",268,4.013671e-11,134,125,100
"68284",266,4.018663e-11,46,76,75
"68285",266,4.021283e-11,45,74,74
"68286",268,4.033003e-11,134,127,102
"68287",265,4.042123e-11,8,204,72
"68288",266,4.043274e-11,45,74,75
"68289",265,4.047529e-11,9,204,73
"68290",265,4.054842e-11,8,201,74
"68291",268,4.056694e-11,135,125,102
"68292",266,4.059402e-11,45,75,76
"68293",269,4.063009e-11,154,91,96
"68294",266,4.066879e-11,44,76,77
"68295",265,4.070572e-11,8,202,72
"68296",268,4.070779e-11,135,125,104
"68297",264,4.074285e-11,153,229,51
"68298",259,4.075338e-11,67,183,64
"68299",259,4.075886e-11,65,187,66
"68300",265,4.077254e-11,6,202,73
"68301",259,4.079425e-11,66,189,69
"68302",268,4.087257e-11,132,127,107
"68303",268,4.090672e-11,132,128,107
"68304",266,4.095056e-11,43,77,77
"68305",268,4.098517e-11,134,128,107
"68306",268,4.100453e-11,134,127,107
"68307",269,4.101473e-11,153,92,98
"68308",269,4.102198e-11,153,94,99
"68309",266,4.102723e-11,43,77,76
"68310",266,4.104595e-11,44,77,76
"68311",268,4.104737e-11,134,126,110
"68312",266,4.106881e-11,45,78,77
"68313",268,4.111743e-11,133,125,112
"68314",266,4.111762e-11,45,79,77
"68315",268,4.118615e-11,133,125,114
"68316",266,4.124624e-11,46,80,77
"68317",266,4.125682e-11,48,78,77
"68318",269,4.128669e-11,157,93,99
"68319",269,4.130848e-11,159,97,101
"68320",266,4.131142e-11,47,80,77
"68321",269,4.134293e-11,159,96,102
"68322",266,4.135e-11,44,80,76
"68323",264,4.141035e-11,154,230,50
"68324",266,4.141315e-11,45,78,75
"68325",266,4.141795e-11,45,81,74
"68326",266,4.147938e-11,45,82,74
"68327",257,4.149185e-11,244,138,76
"68328",266,4.149524e-11,46,83,74
"68329",264,4.15104e-11,153,230,49
"68330",266,4.153689e-11,45,80,74
"68331",266,4.155581e-11,45,82,73
"68332",259,4.158691e-11,64,191,69
"68333",265,4.158913e-11,6,205,76
"68334",266,4.160806e-11,46,81,74
"68335",264,4.161894e-11,151,233,48
"68336",259,4.163828e-11,64,191,70
"68337",266,4.167391e-11,48,81,74
"68338",264,4.169771e-11,152,233,48
"68339",264,4.171652e-11,154,231,50
"68340",265,4.174715e-11,8,206,80
"68341",264,4.19008e-11,155,229,49
"68342",264,4.190696e-11,154,230,49
"68343",268,4.196691e-11,134,126,113
"68344",264,4.197896e-11,154,230,50
"68345",268,4.200839e-11,135,125,114
"68346",266,4.201452e-11,50,82,73
"68347",264,4.201877e-11,151,231,49
"68348",268,4.205197e-11,135,127,114
"68349",268,4.20521e-11,136,128,115
"68350",268,4.208379e-11,134,127,117
"68351",256,4.211883e-11,156,83,100
"68352",264,4.213191e-11,153,230,50
"68353",264,4.215718e-11,156,229,49
"68354",268,4.218904e-11,134,129,116
"68355",266,4.220922e-11,49,83,73
"68356",265,4.221564e-11,9,209,83
"68357",269,4.22599e-11,156,95,102
"68358",265,4.226525e-11,10,209,82
"68359",265,4.237412e-11,10,207,80
"68360",259,4.237521e-11,60,190,72
"68361",259,4.238213e-11,59,194,74
"68362",263,4.239856e-11,120,175,39
"68363",269,4.241062e-11,154,97,103
"68364",264,4.243651e-11,157,230,48
"68365",257,4.245424e-11,244,137,76
"68366",257,4.247134e-11,244,138,76
"68367",257,4.254176e-11,243,137,76
"68368",266,4.254457e-11,49,82,74
"68369",269,4.25747e-11,155,100,105
"68370",268,4.257586e-11,133,128,117
"68371",266,4.25783e-11,50,79,74
"68372",265,4.259488e-11,10,209,82
"68373",268,4.262457e-11,137,128,118
"68374",270,4.264413e-11,109,31,83
"68375",256,4.267866e-11,154,83,101
"68376",268,4.268193e-11,137,129,117
"68377",269,4.272579e-11,156,101,103
"68378",268,4.273786e-11,137,129,119
"68379",266,4.277616e-11,49,80,75
"68380",269,4.277771e-11,157,101,107
"68381",264,4.28221e-11,156,231,46
"68382",266,4.294414e-11,48,80,75
"68383",264,4.299255e-11,153,232,46
"68384",259,4.301167e-11,60,191,77
"68385",264,4.30324e-11,154,231,45
"68386",266,4.303836e-11,47,80,76
"68387",265,4.304349e-11,10,207,80
"68388",268,4.304713e-11,138,129,118
"68389",264,4.305802e-11,154,230,49
"68390",264,4.30759e-11,154,231,49
"68391",266,4.307785e-11,47,81,76
"68392",264,4.309032e-11,154,230,50
"68393",266,4.312192e-11,48,81,77
"68394",268,4.31413e-11,137,129,118
"68395",256,4.32127e-11,151,83,102
"68396",268,4.321514e-11,137,130,119
"68397",268,4.323128e-11,136,131,120
"68398",264,4.325664e-11,151,229,51
"68399",268,4.329101e-11,134,130,120
"68400",259,4.334651e-11,61,194,78
"68401",268,4.344548e-11,134,129,121
"68402",257,4.358549e-11,242,137,75
"68403",257,4.359539e-11,242,136,75
"68404",268,4.360649e-11,133,131,121
"68405",257,4.367025e-11,242,137,75
"68406",265,4.370536e-11,11,205,81
"68407",264,4.373521e-11,152,229,51
"68408",259,4.373612e-11,61,191,80
"68409",268,4.386086e-11,134,133,121
"68410",265,4.387934e-11,10,205,81
"68411",257,4.402515e-11,242,137,76
"68412",268,4.404699e-11,135,132,121
"68413",268,4.40642e-11,136,130,121
"68414",259,4.409146e-11,61,189,83
"68415",266,4.409312e-11,44,83,76
"68416",268,4.414451e-11,136,131,121
"68417",266,4.418285e-11,44,81,77
"68418",259,4.421497e-11,62,189,82
"68419",268,4.423369e-11,136,130,121
"68420",264,4.425332e-11,151,229,51
"68421",264,4.425829e-11,153,229,50
"68422",264,4.429325e-11,154,229,50
"68423",266,4.430248e-11,44,81,78
"68424",264,4.433447e-11,153,230,50
"68425",266,4.438632e-11,46,81,78
"68426",259,4.453104e-11,62,189,83
"68427",264,4.457071e-11,153,232,49
"68428",266,4.459406e-11,47,81,78
"68429",264,4.463266e-11,153,231,49
"68430",268,4.463451e-11,137,130,121
"68431",268,4.46537e-11,137,131,121
"68432",264,4.467055e-11,153,230,49
"68433",264,4.470343e-11,154,229,51
"68434",265,4.477771e-11,8,204,82
"68435",265,4.493231e-11,7,203,82
"68436",263,4.493867e-11,119,176,42
"68437",264,4.495757e-11,153,229,51
"68438",264,4.499913e-11,152,229,50
"68439",268,4.507186e-11,135,133,121
"68440",268,4.508253e-11,134,131,122
"68441",265,4.508581e-11,9,204,81
"68442",266,4.508961e-11,46,81,78
"68443",268,4.512359e-11,135,132,122
